期号,num1,num2,num3,和值,跨度,类型
2018161,7,9,4,20,5,组六
2018160,4,7,7,18,3,组三
2018159,3,4,0,7,4,组六
2018158,3,6,3,12,3,组三
2018157,0,2,2,4,2,组三
2018156,3,2,4,9,2,组六
2018155,2,8,9,19,7,组六
2018154,6,6,9,21,3,组三
2018153,3,2,9,14,7,组六
2018152,2,5,8,15,6,组六
2018151,5,1,4,10,4,组六
2018150,3,3,5,11,2,组三
2018149,9,2,3,14,7,组六
2018148,0,8,7,15,8,组六
2018147,6,3,6,15,3,组三
2018146,5,6,9,20,4,组六
2018145,3,8,6,17,5,组六
2018144,0,9,1,10,9,组六
2018143,4,5,4,13,1,组三
2018142,9,3,7,19,6,组六
2018141,5,3,6,14,3,组六
2018140,1,3,3,7,2,组三
2018139,4,4,7,15,3,组三
2018138,0,6,8,14,8,组六
2018137,5,3,7,15,4,组六
2018136,6,4,3,13,3,组六
2018135,6,9,8,23,3,组六
2018134,6,1,7,14,6,组六
2018133,6,9,1,16,8,组六
2018132,9,6,6,21,3,组三
2018131,2,9,7,18,7,组六
2018130,2,4,5,11,3,组六
2018129,3,5,6,14,3,组六
2018128,0,3,3,6,3,组三
2018127,0,2,0,2,2,组三
2018126,3,6,1,10,5,组六
2018125,8,3,2,13,6,组六
2018124,6,8,9,23,3,组六
2018123,9,0,6,15,9,组六
2018122,1,8,1,10,7,组三
2018121,7,6,1,14,6,组六
2018120,4,9,8,21,5,组六
2018119,9,7,8,24,2,组六
2018118,9,3,0,12,9,组六
2018117,0,4,3,7,4,组六
2018116,0,0,3,3,3,组三
2018115,9,9,9,27,0,豹子
2018114,4,4,1,9,3,组三
2018113,6,1,5,12,5,组六
2018112,9,5,5,19,4,组三
2018111,7,2,0,9,7,组六
2018110,9,4,0,13,9,组六
2018109,2,1,8,11,7,组六
2018108,6,9,2,17,7,组六
2018107,6,6,3,15,3,组三
2018106,3,3,6,12,3,组三
2018105,8,4,7,19,4,组六
2018104,7,1,7,15,6,组三
2018103,2,2,2,6,0,豹子
2018102,5,7,3,15,4,组六
2018101,3,4,5,12,2,组六
2018100,2,7,0,9,7,组六
2018099,9,1,9,19,8,组三
2018098,6,6,5,17,1,组三
2018097,0,3,8,11,8,组六
2018096,2,4,3,9,2,组六
2018095,2,4,1,7,3,组六
2018094,1,3,6,10,5,组六
2018093,2,0,9,11,9,组六
2018092,2,3,1,6,2,组六
2018091,1,0,2,3,2,组六
2018090,6,7,1,14,6,组六
2018089,6,6,8,20,2,组三
2018088,0,9,9,18,9,组三
2018087,5,1,3,9,4,组六
2018086,1,8,6,15,7,组六
2018085,9,0,3,12,9,组六
2018084,5,1,9,15,8,组六
2018083,2,6,6,14,4,组三
2018082,5,4,9,18,5,组六
2018081,7,5,8,20,3,组六
2018080,8,7,9,24,2,组六
2018079,3,6,9,18,6,组六
2018078,6,1,6,13,5,组三
2018077,2,4,6,12,4,组六
2018076,7,8,5,20,3,组六
2018075,8,6,1,15,7,组六
2018074,8,1,5,14,7,组六
2018073,2,7,5,14,5,组六
2018072,4,7,3,14,4,组六
2018071,7,7,9,23,2,组三
2018070,5,6,7,18,2,组六
2018069,1,1,9,11,8,组三
2018068,4,4,8,16,4,组三
2018067,8,5,8,21,3,组三
2018066,0,9,5,14,9,组六
2018065,8,4,8,20,4,组三
2018064,3,3,9,15,6,组三
2018063,6,1,3,10,5,组六
2018062,7,9,2,18,7,组六
2018061,5,2,5,12,3,组三
2018060,7,6,7,20,1,组三
2018059,9,4,7,20,5,组六
2018058,7,2,3,12,5,组六
2018057,9,7,7,23,2,组三
2018056,9,0,8,17,9,组六
2018055,1,6,0,7,6,组六
2018054,3,2,5,10,3,组六
2018053,1,5,4,10,4,组六
2018052,3,6,9,18,6,组六
2018051,6,2,0,8,6,组六
2018050,8,7,5,20,3,组六
2018049,5,4,1,10,4,组六
2018048,6,9,3,18,6,组六
2018047,5,5,8,18,3,组三
2018046,3,4,7,14,4,组六
2018045,2,0,3,5,3,组六
2018044,9,0,2,11,9,组六
2018043,5,2,7,14,5,组六
2018042,1,3,1,5,2,组三
2018041,6,5,1,12,5,组六
2018040,6,8,4,18,4,组六
2018039,7,0,6,13,7,组六
2018038,8,5,9,22,4,组六
2018037,6,9,5,20,4,组六
2018036,3,6,5,14,3,组六
2018035,8,5,6,19,3,组六
2018034,6,7,6,19,1,组三
2018033,7,6,7,20,1,组三
2018032,7,1,2,10,6,组六
2018031,3,2,8,13,6,组六
2018030,6,8,2,16,6,组六
2018029,3,1,3,7,2,组三
2018028,8,2,8,18,6,组三
2018027,9,7,3,19,6,组六
2018026,9,3,2,14,7,组六
2018025,6,4,7,17,3,组六
2018024,6,6,4,16,2,组三
2018023,1,0,2,3,2,组六
2018022,9,9,2,20,7,组三
2018021,2,7,2,11,5,组三
2018020,7,4,9,20,5,组六
2018019,1,7,9,17,8,组六
2018018,8,1,0,9,8,组六
2018017,6,5,9,20,4,组六
2018016,4,0,1,5,4,组六
2018015,8,7,5,20,3,组六
2018014,0,8,4,12,8,组六
2018013,7,4,6,17,3,组六
2018012,8,9,1,18,8,组六
2018011,0,7,8,15,8,组六
2018010,8,5,8,21,3,组三
2018009,8,1,3,12,7,组六
2018008,5,8,3,16,5,组六
2018007,0,2,1,3,2,组六
2018006,7,2,0,9,7,组六
2018005,8,2,8,18,6,组三
2018004,3,9,3,15,6,组三
2018003,7,3,6,16,4,组六
2018002,9,2,8,19,7,组六
2018001,3,2,6,11,4,组六
2017358,6,1,2,9,5,组六
2017357,6,6,5,17,1,组三
2017356,6,4,7,17,3,组六
2017355,0,3,1,4,3,组六
2017354,2,9,4,15,7,组六
2017353,0,9,4,13,9,组六
2017352,8,5,5,18,3,组三
2017351,1,0,9,10,9,组六
2017350,7,2,6,15,5,组六
2017349,5,3,7,15,4,组六
2017348,3,1,1,5,2,组三
2017347,6,6,6,18,0,豹子
2017346,8,6,1,15,7,组六
2017345,1,7,3,11,6,组六
2017344,6,9,8,23,3,组六
2017343,8,6,1,15,7,组六
2017342,9,6,0,15,9,组六
2017341,1,6,2,9,5,组六
2017340,7,1,4,12,6,组六
2017339,8,5,3,16,5,组六
2017338,9,0,1,10,9,组六
2017337,4,4,4,12,0,豹子
2017336,7,7,5,19,2,组三
2017335,7,0,5,12,7,组六
2017334,9,0,5,14,9,组六
2017333,4,4,2,10,2,组三
2017332,8,0,4,12,8,组六
2017331,7,8,2,17,6,组六
2017330,4,3,0,7,4,组六
2017329,9,1,3,13,8,组六
2017328,0,3,0,3,3,组三
2017327,3,5,1,9,4,组六
2017326,4,9,0,13,9,组六
2017325,4,0,6,10,6,组六
2017324,6,3,7,16,4,组六
2017323,2,8,0,10,8,组六
2017322,4,1,9,14,8,组六
2017321,1,8,8,17,7,组三
2017320,5,4,3,12,2,组六
2017319,1,0,5,6,5,组六
2017318,8,5,6,19,3,组六
2017317,7,7,1,15,6,组三
2017316,7,2,3,12,5,组六
2017315,7,9,1,17,8,组六
2017314,3,0,0,3,3,组三
2017313,2,3,2,7,1,组三
2017312,1,1,4,6,3,组三
2017311,9,7,9,25,2,组三
2017310,1,3,6,10,5,组六
2017309,8,7,9,24,2,组六
2017308,7,1,0,8,7,组六
2017307,5,1,7,13,6,组六
2017306,8,1,7,16,7,组六
2017305,4,2,0,6,4,组六
2017304,1,0,9,10,9,组六
2017303,4,9,7,20,5,组六
2017302,2,4,1,7,3,组六
2017301,3,9,1,13,8,组六
2017300,0,5,0,5,5,组三
2017299,9,2,1,12,8,组六
2017298,2,1,8,11,7,组六
2017297,4,6,2,12,4,组六
2017296,9,5,9,23,4,组三
2017295,7,2,3,12,5,组六
2017294,7,5,7,19,2,组三
2017293,6,6,9,21,3,组三
2017292,7,1,5,13,6,组六
2017291,7,6,5,18,2,组六
2017290,2,8,5,15,6,组六
2017289,2,3,6,11,4,组六
2017288,3,0,0,3,3,组三
2017287,2,8,5,15,6,组六
2017286,5,1,2,8,4,组六
2017285,4,3,4,11,1,组三
2017284,1,3,1,5,2,组三
2017283,3,5,5,13,2,组三
2017282,5,6,8,19,3,组六
2017281,6,0,9,15,9,组六
2017280,6,5,8,19,3,组六
2017279,4,5,3,12,2,组六
2017278,9,0,2,11,9,组六
2017277,5,5,7,17,2,组三
2017276,8,8,7,23,1,组三
2017275,8,9,8,25,1,组三
2017274,9,4,4,17,5,组三
2017273,2,6,7,15,5,组六
2017272,9,3,4,16,6,组六
2017271,4,2,8,14,6,组六
2017270,1,3,5,9,4,组六
2017269,9,3,8,20,6,组六
2017268,5,7,8,20,3,组六
2017267,7,7,0,14,7,组三
2017266,2,0,3,5,3,组六
2017265,3,7,2,12,5,组六
2017264,9,3,3,15,6,组三
2017263,6,7,2,15,5,组六
2017262,9,1,2,12,8,组六
2017261,6,8,6,20,2,组三
2017260,0,9,5,14,9,组六
2017259,4,8,1,13,7,组六
2017258,3,6,1,10,5,组六
2017257,2,3,4,9,2,组六
2017256,3,6,2,11,4,组六
2017255,5,2,1,8,4,组六
2017254,6,3,9,18,6,组六
2017253,3,2,6,11,4,组六
2017252,3,8,7,18,5,组六
2017251,9,5,1,15,8,组六
2017250,1,4,2,7,3,组六
2017249,3,0,2,5,3,组六
2017248,8,5,6,19,3,组六
2017247,3,7,0,10,7,组六
2017246,7,7,8,22,1,组三
2017245,2,8,4,14,6,组六
2017244,0,4,8,12,8,组六
2017243,7,5,1,13,6,组六
2017242,2,3,7,12,5,组六
2017241,6,6,4,16,2,组三
2017240,5,9,1,15,8,组六
2017239,3,8,9,20,6,组六
2017238,5,1,7,13,6,组六
2017237,1,3,5,9,4,组六
2017236,9,3,7,19,6,组六
2017235,3,6,2,11,4,组六
2017234,8,9,5,22,4,组六
2017233,9,5,2,16,7,组六
2017232,0,9,1,10,9,组六
2017231,7,4,8,19,4,组六
2017230,5,9,8,22,4,组六
2017229,7,0,7,14,7,组三
2017228,5,3,5,13,2,组三
2017227,8,8,5,21,3,组三
2017226,9,0,3,12,9,组六
2017225,8,0,1,9,8,组六
2017224,2,6,5,13,4,组六
2017223,7,7,8,22,1,组三
2017222,7,3,1,11,6,组六
2017221,8,5,7,20,3,组六
2017220,2,8,7,17,6,组六
2017219,5,1,3,9,4,组六
2017218,9,1,1,11,8,组三
2017217,8,1,2,11,7,组六
2017216,0,6,3,9,6,组六
2017215,3,6,9,18,6,组六
2017214,3,1,3,7,2,组三
2017213,9,8,6,23,3,组六
2017212,7,1,6,14,6,组六
2017211,1,2,4,7,3,组六
2017210,2,5,6,13,4,组六
2017209,3,5,4,12,2,组六
2017208,8,2,2,12,6,组三
2017207,3,3,1,7,2,组三
2017206,3,4,4,11,1,组三
2017205,7,7,0,14,7,组三
2017204,0,5,3,8,5,组六
2017203,0,7,0,7,7,组三
2017202,9,9,6,24,3,组三
2017201,3,5,8,16,5,组六
2017200,8,2,7,17,6,组六
2017199,3,6,7,16,4,组六
2017198,7,0,3,10,7,组六
2017197,6,8,1,15,7,组六
2017196,1,7,4,12,6,组六
2017195,6,8,6,20,2,组三
2017194,4,6,6,16,2,组三
2017193,3,5,2,10,3,组六
2017192,4,0,6,10,6,组六
2017191,5,6,7,18,2,组六
2017190,8,8,3,19,5,组三
2017189,5,6,2,13,4,组六
2017188,7,4,1,12,6,组六
2017187,6,1,3,10,5,组六
2017186,0,3,3,6,3,组三
2017185,2,2,8,12,6,组三
2017184,8,9,9,26,1,组三
2017183,9,9,4,22,5,组三
2017182,1,4,8,13,7,组六
2017181,5,6,9,20,4,组六
2017180,3,6,4,13,3,组六
2017179,1,5,9,15,8,组六
2017178,7,4,4,15,3,组三
2017177,9,7,5,21,4,组六
2017176,2,7,6,15,5,组六
2017175,0,0,1,1,1,组三
2017174,4,1,4,9,3,组三
2017173,6,9,4,19,5,组六
2017172,5,5,8,18,3,组三
2017171,3,4,6,13,3,组六
2017170,8,8,1,17,7,组三
2017169,8,5,4,17,4,组六
2017168,1,3,6,10,5,组六
2017167,4,7,1,12,6,组六
2017166,4,9,6,19,5,组六
2017165,3,3,3,9,0,豹子
2017164,3,1,2,6,2,组六
2017163,0,0,8,8,8,组三
2017162,3,9,8,20,6,组六
2017161,7,9,7,23,2,组三
2017160,2,1,0,3,2,组六
2017159,8,7,2,17,6,组六
2017158,2,8,5,15,6,组六
2017157,1,7,3,11,6,组六
2017156,2,4,8,14,6,组六
2017155,9,3,5,17,6,组六
2017154,3,6,3,12,3,组三
2017153,6,0,8,14,8,组六
2017152,7,0,7,14,7,组三
2017151,0,7,6,13,7,组六
2017150,1,1,3,5,2,组三
2017149,7,3,9,19,6,组六
2017148,7,3,9,19,6,组六
2017147,2,9,9,20,7,组三
2017146,5,4,9,18,5,组六
2017145,9,4,5,18,5,组六
2017144,5,8,5,18,3,组三
2017143,6,9,8,23,3,组六
2017142,8,7,7,22,1,组三
2017141,1,1,5,7,4,组三
2017140,6,1,4,11,5,组六
2017139,6,9,5,20,4,组六
2017138,1,8,1,10,7,组三
2017137,1,1,9,11,8,组三
2017136,8,8,8,24,0,豹子
2017135,0,7,7,14,7,组三
2017134,3,5,9,17,6,组六
2017133,9,2,0,11,9,组六
2017132,5,5,6,16,1,组三
2017131,4,8,2,14,6,组六
2017130,6,7,6,19,1,组三
2017129,5,6,6,17,1,组三
2017128,0,5,5,10,5,组三
2017127,6,2,3,11,4,组六
2017126,4,9,9,22,5,组三
2017125,8,7,8,23,1,组三
2017124,0,1,5,6,5,组六
2017123,0,0,8,8,8,组三
2017122,0,4,5,9,5,组六
2017121,4,3,9,16,6,组六
2017120,2,8,4,14,6,组六
2017119,5,0,9,14,9,组六
2017118,6,0,5,11,6,组六
2017117,7,3,1,11,6,组六
2017116,8,1,4,13,7,组六
2017115,1,6,0,7,6,组六
2017114,1,6,7,14,6,组六
2017113,7,4,5,16,3,组六
2017112,6,9,5,20,4,组六
2017111,3,3,1,7,2,组三
2017110,2,6,6,14,4,组三
2017109,4,8,8,20,4,组三
2017108,5,5,7,17,2,组三
2017107,7,2,5,14,5,组六
2017106,9,3,6,18,6,组六
2017105,4,2,1,7,3,组六
2017104,5,2,4,11,3,组六
2017103,3,5,0,8,5,组六
2017102,6,9,8,23,3,组六
2017101,8,0,9,17,9,组六
2017100,5,9,6,20,4,组六
2017099,0,4,6,10,6,组六
2017098,4,0,7,11,7,组六
2017097,7,4,9,20,5,组六
2017096,4,7,0,11,7,组六
2017095,5,9,3,17,6,组六
2017094,5,7,3,15,4,组六
2017093,8,4,0,12,8,组六
2017092,3,0,5,8,5,组六
2017091,3,4,1,8,3,组六
2017090,3,9,0,12,9,组六
2017089,5,1,8,14,7,组六
2017088,3,6,6,15,3,组三
2017087,3,7,7,17,4,组三
2017086,6,9,7,22,3,组六
2017085,5,6,0,11,6,组六
2017084,8,2,2,12,6,组三
2017083,1,0,5,6,5,组六
2017082,6,2,5,13,4,组六
2017081,1,2,9,12,8,组六
2017080,7,3,5,15,4,组六
2017079,4,8,7,19,4,组六
2017078,4,4,9,17,5,组三
2017077,0,2,0,2,2,组三
2017076,0,7,4,11,7,组六
2017075,7,8,7,22,1,组三
2017074,5,7,6,18,2,组六
2017073,0,7,5,12,7,组六
2017072,1,7,4,12,6,组六
2017071,8,8,2,18,6,组三
2017070,2,3,1,6,2,组六
2017069,5,1,8,14,7,组六
2017068,9,1,0,10,9,组六
2017067,6,4,4,14,2,组三
2017066,3,2,2,7,1,组三
2017065,5,7,7,19,2,组三
2017064,1,5,8,14,7,组六
2017063,8,6,4,18,4,组六
2017062,9,7,5,21,4,组六
2017061,4,5,4,13,1,组三
2017060,8,6,8,22,2,组三
2017059,1,4,3,8,3,组六
2017058,2,6,2,10,4,组三
2017057,2,4,2,8,2,组三
2017056,1,0,2,3,2,组六
2017055,2,7,6,15,5,组六
2017054,7,5,4,16,3,组六
2017053,6,5,2,13,4,组六
2017052,7,3,1,11,6,组六
2017051,7,0,2,9,7,组六
2017050,2,7,8,17,6,组六
2017049,0,3,6,9,6,组六
2017048,5,5,7,17,2,组三
2017047,9,4,5,18,5,组六
2017046,5,7,0,12,7,组六
2017045,6,7,9,22,3,组六
2017044,8,6,1,15,7,组六
2017043,0,5,0,5,5,组三
2017042,0,0,0,0,0,豹子
2017041,4,8,0,12,8,组六
2017040,8,9,9,26,1,组三
2017039,3,9,5,17,6,组六
2017038,1,3,4,8,3,组六
2017037,8,9,7,24,2,组六
2017036,6,5,0,11,6,组六
2017035,6,2,4,12,4,组六
2017034,3,4,8,15,5,组六
2017033,1,1,4,6,3,组三
2017032,2,3,7,12,5,组六
2017031,3,7,6,16,4,组六
2017030,1,0,7,8,7,组六
2017029,2,7,2,11,5,组三
2017028,1,9,3,13,8,组六
2017027,8,7,3,18,5,组六
2017026,2,5,9,16,7,组六
2017025,3,5,9,17,6,组六
2017024,7,0,9,16,9,组六
2017023,2,5,0,7,5,组六
2017022,0,2,8,10,8,组六
2017021,8,5,4,17,4,组六
2017020,8,9,3,20,6,组六
2017019,6,0,6,12,6,组三
2017018,3,1,5,9,4,组六
2017017,8,1,7,16,7,组六
2017016,4,6,9,19,5,组六
2017015,9,5,0,14,9,组六
2017014,2,2,1,5,1,组三
2017013,5,8,2,15,6,组六
2017012,1,2,5,8,4,组六
2017011,9,0,9,18,9,组三
2017010,9,7,6,22,3,组六
2017009,2,0,2,4,2,组三
2017008,1,6,9,16,8,组六
2017007,7,8,3,18,5,组六
2017006,8,8,8,24,0,豹子
2017005,2,4,6,12,4,组六
2017004,3,1,7,11,6,组六
2017003,6,5,0,11,6,组六
2017002,7,7,9,23,2,组三
2017001,3,6,9,18,6,组六
2016359,8,8,3,19,5,组三
2016358,1,1,0,2,1,组三
2016357,4,1,5,10,4,组六
2016356,1,2,5,8,4,组六
2016355,9,4,2,15,7,组六
2016354,4,2,8,14,6,组六
2016353,0,8,4,12,8,组六
2016352,0,1,6,7,6,组六
2016351,8,1,8,17,7,组三
2016350,3,8,3,14,5,组三
2016349,0,4,9,13,9,组六
2016348,2,8,9,19,7,组六
2016347,8,0,6,14,8,组六
2016346,0,2,9,11,9,组六
2016345,5,5,9,19,4,组三
2016344,3,6,7,16,4,组六
2016343,2,2,5,9,3,组三
2016342,4,4,8,16,4,组三
2016341,1,5,1,7,4,组三
2016340,4,9,3,16,6,组六
2016339,2,6,2,10,4,组三
2016338,3,0,1,4,3,组六
2016337,2,9,9,20,7,组三
2016336,0,9,7,16,9,组六
2016335,5,5,0,10,5,组三
2016334,1,8,9,18,8,组六
2016333,0,5,4,9,5,组六
2016332,7,7,6,20,1,组三
2016331,9,8,3,20,6,组六
2016330,3,1,8,12,7,组六
2016329,2,4,4,10,2,组三
2016328,7,0,9,16,9,组六
2016327,8,3,1,12,7,组六
2016326,6,9,0,15,9,组六
2016325,9,6,1,16,8,组六
2016324,6,6,3,15,3,组三
2016323,8,7,7,22,1,组三
2016322,1,5,3,9,4,组六
2016321,8,3,2,13,6,组六
2016320,5,2,9,16,7,组六
2016319,5,5,7,17,2,组三
2016318,4,7,0,11,7,组六
2016317,2,4,3,9,2,组六
2016316,7,7,4,18,3,组三
2016315,8,8,8,24,0,豹子
2016314,1,5,7,13,6,组六
2016313,3,7,3,13,4,组三
2016312,1,1,3,5,2,组三
2016311,3,9,8,20,6,组六
2016310,0,4,5,9,5,组六
2016309,8,3,0,11,8,组六
2016308,7,4,3,14,4,组六
2016307,9,9,7,25,2,组三
2016306,0,7,3,10,7,组六
2016305,7,4,4,15,3,组三
2016304,8,5,6,19,3,组六
2016303,8,0,1,9,8,组六
2016302,6,5,6,17,1,组三
2016301,5,7,2,14,5,组六
2016300,8,0,5,13,8,组六
2016299,0,4,5,9,5,组六
2016298,6,5,1,12,5,组六
2016297,1,6,0,7,6,组六
2016296,7,8,4,19,4,组六
2016295,7,8,9,24,2,组六
2016294,3,3,4,10,1,组三
2016293,3,2,6,11,4,组六
2016292,5,0,7,12,7,组六
2016291,1,3,7,11,6,组六
2016290,4,3,0,7,4,组六
2016289,3,5,9,17,6,组六
2016288,0,1,0,1,1,组三
2016287,6,2,1,9,5,组六
2016286,9,0,7,16,9,组六
2016285,8,4,8,20,4,组三
2016284,1,4,3,8,3,组六
2016283,7,4,0,11,7,组六
2016282,6,2,6,14,4,组三
2016281,9,9,8,26,1,组三
2016280,3,7,8,18,5,组六
2016279,6,2,4,12,4,组六
2016278,4,3,5,12,2,组六
2016277,0,8,5,13,8,组六
2016276,2,7,7,16,5,组三
2016275,8,7,4,19,4,组六
2016274,8,8,3,19,5,组三
2016273,5,6,5,16,1,组三
2016272,3,7,3,13,4,组三
2016271,4,4,3,11,1,组三
2016270,4,1,1,6,3,组三
2016269,8,6,0,14,8,组六
2016268,1,0,5,6,5,组六
2016267,9,8,9,26,1,组三
2016266,9,1,4,14,8,组六
2016265,5,2,5,12,3,组三
2016264,8,9,8,25,1,组三
2016263,4,8,9,21,5,组六
2016262,6,5,9,20,4,组六
2016261,0,4,9,13,9,组六
2016260,0,6,1,7,6,组六
2016259,3,2,8,13,6,组六
2016258,2,6,6,14,4,组三
2016257,9,7,6,22,3,组六
2016256,6,2,8,16,6,组六
2016255,4,5,1,10,4,组六
2016254,5,6,4,15,2,组六
2016253,2,6,5,13,4,组六
2016252,0,5,2,7,5,组六
2016251,8,6,0,14,8,组六
2016250,4,1,6,11,5,组六
2016249,1,0,9,10,9,组六
2016248,1,3,9,13,8,组六
2016247,4,4,1,9,3,组三
2016246,3,1,9,13,8,组六
2016245,7,6,0,13,7,组六
2016244,6,9,9,24,3,组三
2016243,4,4,6,14,2,组三
2016242,3,9,5,17,6,组六
2016241,4,9,9,22,5,组三
2016240,0,8,7,15,8,组六
2016239,5,6,0,11,6,组六
2016238,0,3,7,10,7,组六
2016237,5,3,1,9,4,组六
2016236,8,9,1,18,8,组六
2016235,5,5,4,14,1,组三
2016234,2,0,4,6,4,组六
2016233,6,9,4,19,5,组六
2016232,1,3,2,6,2,组六
2016231,4,5,8,17,4,组六
2016230,4,9,7,20,5,组六
2016229,3,7,8,18,5,组六
2016228,1,8,8,17,7,组三
2016227,6,9,8,23,3,组六
2016226,2,8,9,19,7,组六
2016225,2,1,2,5,1,组三
2016224,2,7,8,17,6,组六
2016223,2,9,7,18,7,组六
2016222,4,0,4,8,4,组三
2016221,8,0,8,16,8,组三
2016220,3,6,7,16,4,组六
2016219,4,1,0,5,4,组六
2016218,2,3,3,8,1,组三
2016217,0,3,8,11,8,组六
2016216,3,3,4,10,1,组三
2016215,1,4,4,9,3,组三
2016214,9,4,2,15,7,组六
2016213,1,7,3,11,6,组六
2016212,0,3,8,11,8,组六
2016211,6,3,4,13,3,组六
2016210,2,7,9,18,7,组六
2016209,0,2,3,5,3,组六
2016208,9,5,0,14,9,组六
2016207,5,9,6,20,4,组六
2016206,1,7,3,11,6,组六
2016205,4,9,9,22,5,组三
2016204,3,2,9,14,7,组六
2016203,9,7,5,21,4,组六
2016202,7,8,4,19,4,组六
2016201,3,2,0,5,3,组六
2016200,9,3,2,14,7,组六
2016199,3,4,7,14,4,组六
2016198,3,0,3,6,3,组三
2016197,9,1,5,15,8,组六
2016196,9,0,7,16,9,组六
2016195,6,1,0,7,6,组六
2016194,4,0,7,11,7,组六
2016193,6,9,5,20,4,组六
2016192,6,6,1,13,5,组三
2016191,3,0,8,11,8,组六
2016190,8,2,3,13,6,组六
2016189,7,9,0,16,9,组六
2016188,0,9,9,18,9,组三
2016187,1,3,9,13,8,组六
2016186,6,1,8,15,7,组六
2016185,3,8,0,11,8,组六
2016184,7,0,3,10,7,组六
2016183,6,9,5,20,4,组六
2016182,4,8,9,21,5,组六
2016181,8,6,9,23,3,组六
2016180,6,5,9,20,4,组六
2016179,3,8,7,18,5,组六
2016178,2,4,4,10,2,组三
2016177,1,9,5,15,8,组六
2016176,7,1,2,10,6,组六
2016175,6,4,1,11,5,组六
2016174,0,0,7,7,7,组三
2016173,6,9,5,20,4,组六
2016172,3,2,3,8,1,组三
2016171,5,9,8,22,4,组六
2016170,9,0,9,18,9,组三
2016169,7,0,6,13,7,组六
2016168,1,1,9,11,8,组三
2016167,2,4,9,15,7,组六
2016166,3,9,6,18,6,组六
2016165,0,4,1,5,4,组六
2016164,2,7,3,12,5,组六
2016163,0,3,3,6,3,组三
2016162,6,3,4,13,3,组六
2016161,0,4,1,5,4,组六
2016160,0,1,7,8,7,组六
2016159,6,9,1,16,8,组六
2016158,9,2,0,11,9,组六
2016157,1,5,1,7,4,组三
2016156,2,7,8,17,6,组六
2016155,7,8,4,19,4,组六
2016154,8,3,9,20,6,组六
2016153,1,7,4,12,6,组六
2016152,4,9,8,21,5,组六
2016151,3,3,6,12,3,组三
2016150,9,1,2,12,8,组六
2016149,7,5,3,15,4,组六
2016148,8,1,3,12,7,组六
2016147,9,8,9,26,1,组三
2016146,7,6,1,14,6,组六
2016145,9,4,1,14,8,组六
2016144,6,2,5,13,4,组六
2016143,5,0,3,8,5,组六
2016142,4,3,5,12,2,组六
2016141,6,8,8,22,2,组三
2016140,7,8,7,22,1,组三
2016139,2,5,0,7,5,组六
2016138,5,6,0,11,6,组六
2016137,3,9,3,15,6,组三
2016136,6,1,9,16,8,组六
2016135,7,3,2,12,5,组六
2016134,1,0,7,8,7,组六
2016133,6,9,1,16,8,组六
2016132,4,5,3,12,2,组六
2016131,7,5,3,15,4,组六
2016130,8,6,2,16,6,组六
2016129,6,4,1,11,5,组六
2016128,1,2,3,6,2,组六
2016127,9,5,7,21,4,组六
2016126,1,3,4,8,3,组六
2016125,5,9,4,18,5,组六
2016124,9,1,4,14,8,组六
2016123,7,0,8,15,8,组六
2016122,7,6,2,15,5,组六
2016121,8,4,3,15,5,组六
2016120,9,3,6,18,6,组六
2016119,3,0,8,11,8,组六
2016118,7,0,3,10,7,组六
2016117,3,2,6,11,4,组六
2016116,4,2,5,11,3,组六
2016115,6,3,1,10,5,组六
2016114,9,8,1,18,8,组六
2016113,6,7,9,22,3,组六
2016112,3,4,0,7,4,组六
2016111,3,3,6,12,3,组三
2016110,6,5,0,11,6,组六
2016109,1,0,0,1,1,组三
2016108,4,8,0,12,8,组六
2016107,2,3,8,13,6,组六
2016106,0,4,3,7,4,组六
2016105,6,9,9,24,3,组三
2016104,9,0,0,9,9,组三
2016103,1,2,6,9,5,组六
2016102,2,8,2,12,6,组三
2016101,0,6,1,7,6,组六
2016100,5,5,1,11,4,组三
2016099,2,1,7,10,6,组六
2016098,4,1,4,9,3,组三
2016097,5,3,2,10,3,组六
2016096,3,4,8,15,5,组六
2016095,7,0,4,11,7,组六
2016094,8,2,4,14,6,组六
2016093,6,2,2,10,4,组三
2016092,8,7,5,20,3,组六
2016091,4,0,5,9,5,组六
2016090,9,5,4,18,5,组六
2016089,1,1,1,3,0,豹子
2016088,4,7,3,14,4,组六
2016087,0,9,9,18,9,组三
2016086,2,4,9,15,7,组六
2016085,9,6,7,22,3,组六
2016084,2,8,2,12,6,组三
2016083,2,8,9,19,7,组六
2016082,6,4,0,10,6,组六
2016081,6,3,5,14,3,组六
2016080,2,6,1,9,5,组六
2016079,0,7,5,12,7,组六
2016078,9,0,8,17,9,组六
2016077,7,1,7,15,6,组三
2016076,6,4,4,14,2,组三
2016075,8,4,5,17,4,组六
2016074,7,7,7,21,0,豹子
2016073,8,1,5,14,7,组六
2016072,0,2,0,2,2,组三
2016071,6,5,0,11,6,组六
2016070,8,9,6,23,3,组六
2016069,6,4,3,13,3,组六
2016068,0,7,5,12,7,组六
2016067,0,0,1,1,1,组三
2016066,1,8,1,10,7,组三
2016065,4,5,0,9,5,组六
2016064,0,6,2,8,6,组六
2016063,3,5,6,14,3,组六
2016062,8,0,3,11,8,组六
2016061,7,5,4,16,3,组六
2016060,0,3,9,12,9,组六
2016059,7,4,1,12,6,组六
2016058,1,2,6,9,5,组六
